genre	filename	sentence1	sentence2	score
main-captions	images	Kvinna i blå skiftklänning som skär in i mat.	En kvinna i en blå klänning klipper en kaka.	3.8
main-captions	images	Den svarta och vita katten tittar upp på kameran.	En grå, svart och vit katt som tittar på kameran.	3.6
main-captions	images	Två brunettflickor sitter ovanpå en röd, en gul motorcykel med en sidobil.	Ett par som poserar på en röd och gul motorcykel.	3.2
main-captions	images	En liten vit katt som står i ett sjunker.	Grått och vitt katt som sitter i badrumsvask.	3.6
main-captions	images	En man på baksätet på en röd tandemcykel.	En man är ensam på baksidan av en tandemcykel.	3.6
main-captions	images	En dator på ett skrivbord.	En dator som arbetar på ett skrivbord.	4.0
main-captions	images	Ett litet barn som ler mot kameran.	Ett litet barn sitter på en cementvägg nära den vita blomman.	1.6
main-captions	images	En liten fågel som svävar i vattnet.	En and som svävar i vattnet.	2.4
main-captions	images	En vit buss med ordet Julia är nära vatten och ett stort skepp.	En vit buss med vatten och en pråm i bakgrunden.	3.8
main-captions	images	Gammalt blått och vitt drev på spår.	Ett blått drev i ett bergigt område.	2.6
main-captions	images	Gult fartyg på en strand.	Ett gult fartyg på stranden.	4.0
main-captions	images	En kitchendiner med papper som lägger på det blå klädda matbordet.	Ett litet kök och ett rörigt bord med en blå bordsduk.	3.4
main-captions	images	Träna i en station.	Tåg inom en inomhusstation.	3.8
main-captions	images	En grå katt sitter på fönsterkanten och tittar på kameran.	Katten står i fönsterbrädan och tittar på kameran.	4.0
main-captions	images	Man som spelar gitarr, medan sitta ner.	Röd och vit buss som kör väg.	0.0
main-captions	images	Röd dubbel däckbuss som kör ner en gata.	En dubbel däckbuss på en stadsgata.	4.2
main-captions	images	Tre kor betar på ett gräsmark.	Tre kor som betar i ett fält.	4.6
main-captions	images	Det bruna tåget sitter på järnvägsspåren.	Det vita tåget sitter på spåren.	2.25
main-captions	images	En svartvit hornig ko som står i ett fält.	Ett svartvitt foto av en katt som sitter på en soffa.	0.4
main-captions	images	Ett litet blont barn i en blå klänning sitter på ett bord nära mamman.	En ung blond flicka som bär hjälm sitter med en röd cykel bakom sig.	1.6
main-captions	images	En grupp människor som sitter vid ett restaurangbord.	En grupp människor som sitter runt ett bord på en veranda.	2.6
main-captions	images	En svartvit ko i en penna med hö.	En svartvit katt ligger i smutsen.	0.4
main-captions	images	En röd buss med dubbeldäckare.	Främre och vänster sida av en röd dubbeldäcksbuss.	3.2
main-captions	images	En närbild av ett hästhuvud.	En sidovy av ett hästhuvud.	3.2
main-captions	images	Ett gammaldags träsegelskepp i havet.	En träbåt på havet.	3.2
main-captions	images	Ett får som står i ett bergigt område.	Ett stort får som står på en kulle.	4.4
main-captions	images	Ett vitt plan på landningsbanan.	Ett vitt flygplan är på en landningsbana.	4.8
main-captions	images	En solbrun valp som blåsas.	En solbrun valp som hålls och klappas.	4.4
main-captions	images	Elegant matsal med trämöbler.	En elegant rosa matsal med trämöbler.	3.8
main-captions	images	En kvinna som ligger över två män som sitter på en soffa.	Två män i shorts sitter på en soffa.	2.0
main-captions	images	två motorcyklar på en smutsbana.	Två smuts cyklister som rider över smuts kullen	3.6
main-captions	images	Den svarta och vita katten tittar upp på kameran.	En svartvit hund som ser kameran.	2.2
main-captions	images	En grå katt med gröna ögon ser kameran.	En grå katt med gröna ögon som tittar in i kameran.	5.0
main-captions	images	Två lamm står på en gräsbevuxen kulle.	Två smuts cyklister som rider över smuts kullen	0.2
main-captions	images	En man i vitt med en vinflaska och en kvinna i en röd sköldpadda med en vit väst.	En man och kvinna som poserar på ett fält med en flaska vin.	3.0
main-captions	images	En ensam ko sitter i kylan på gården.	en svartvit ko som står i fältet.	1.8
main-captions	images	En dubbel däckbuss kör på en stadsgata.	En röd dubbeldäckbuss som kör ner en gata.	3.6
main-captions	images	Stor svartvit katt som vilar på en fönsterbräda.	En liten vit katt som sitter i ett handfat.	1.8
main-captions	images	Pojke som matar ett får.	En pojke som matar ett fårhö.	4.2
main-captions	images	En flicka på ett svart skrivbord håller upp en öppen låda med cornflakes och en mjölkkartong.	En flicka som bär svarta shorts och stövlar står bredvid en blå motorcykel.	0.0
main-captions	images	en närbild av en liten kaktus i en kruka.	en närbild av en kvinna med en vit valp.	0.8
main-captions	images	De vita fåren står på den gröna kullen.	Ett får står på en sluttning.	4.0
main-captions	images	En svartvit fågel på en kropp med vatten med gräs i bakgrunden.	En buss är på en väg med ett pariserhjul i bakgrunden.	0.0
main-captions	images	En träcykel med en markis.	En grupp äldre människor sitter runt ett matbord.	0.0
main-captions	images	Ett svartvitt foto av ett förfallet trästaket.	Ett svartvitt foto av ett gammalt trästaket nära en smutsig gata.	4.5
main-captions	images	Två bruna hästar som står i en grön äng.	En brun häst står i högt gräs.	2.6
main-captions	images	Två män som bär cykelhjälmar.	Två män står med sina cyklar utanför en butik.	1.6
main-captions	images	En man som spelar ett videospel i en butik.	Man som spelar lek i en butik.	3.4
main-captions	images	En grupp människor som sitter runt ett bord på en veranda.	En grupp människor som sitter runt ett bord med mat på det.	3.6
main-captions	images	En ung flicka som bär en cykelhjälm med en cykel i bakgrunden.	En kvinna håller en liten hund i koppel med stolar i bakgrunden.	0.0
main-captions	images	baksidan av en stoppskylt med många klistermärken på den.	Stoppskyltets baksida är prydda med klistermärken.	5.0
main-captions	images	En cykel parkeras utanför en bokhandel.	En grön cykel parkerad utanför en bokaffär.	4.0
main-captions	images	en brun turbuss med dubbeldäckare på en gata med ett pariserhjul bakom sig.	En buss med dubbeldäckare som kör framför ett pariserhjul.	4.4
main-captions	images	En svartvit stol som sitter framför en tegelvägg och ett fönster med en bambuväxt i en vas.	Ett får med svart huvud täckt av tjock vit ull står i en betesmark med andra får.	0.6
main-captions	images	En man i en svart uniform på en vit häst.	En man i en tux på en vit häst.	3.6
main-captions	images	Två kvinnor står i ett vardagsrum med en svart hund.	Två kvinnor som står i ett vardagsrum med en svart hund som ser mot kameran.	4.0
main-captions	images	Två personer som paddlar med en röd kanot återspeglas i det stille vattnet.	Två personer som paddlar i en röd kanot med träd i bakgrunden.	3.2
main-captions	images	En närbild av strålkastarna i en blå gammaldags bil.	Närbild på strålkastarna på en blå bil.	4.0
main-captions	images	Bilar som kör nära en modellbyggnad.	Fordon som kör spädbarn i en utsmyckad byggnad.	2.4
main-captions	images	Ett blått och orange flygplan som flyger med landningsutrustningen ner.	Ett rött och blått plan som flyger med landningsväxlarna ner.	2.6
main-captions	images	En svartvit katt som ligger på en filt.	En svartvit katt sover på en lila filt.	4.0
main-captions	images	En byggnad med en tillfällig skylt över ingången till sin parkeringsplats.	Väg med den bakre bilden av bakljusen i en buss.	0.2
main-captions	images	En grupp människor som sitter runt ett bord som innehåller mat.	En grupp människor som sitter runt ett bord på en veranda.	3.4
main-captions	images	En man och kvinnor som sitter på en soffa som rymmer en liten baby.	en kvinna som sitter på en soffa som håller en baby.	3.2
main-captions	images	En svartvit katt som ligger på en filt.	En svartvit katt som sover på sin sida på en lila filt.	3.0
main-captions	images	Ett svartvitt foto av en kärleksstol.	Ett svartvitt foto av en cykel.	1.8
main-captions	images	Ett vardagsrum med ett matbord i bakgrunden.	Sikt av ett vardagsrum med en matsal i bakgrunden.	4.2
main-captions	images	Ett rött och grått tåg går igenom en tunnel.	Ett rött och grått tåg reser genom en tunnel bland träden.	4.25
main-captions	images	Röd dubbeldäcksbuss med huva öppen.	En gammal Red London dubbel däckbuss med huven upphöjd.	4.2
main-captions	images	En man som rider på en vit häst.	En kvinna som leder en vit häst.	1.8
main-captions	images	Sikt av ett vardagsrum med en matsal i bakgrunden.	Ett vardagsrum med stora soffor och ett matbord i bakgrunden.	3.8
main-captions	images	En orange kattunge låg på en lädersoffa.	Ungt par som sitter på en svart soffa.	0.8
main-captions	images	En person som bär en cykelhjälm talar i en mobiltelefon.	En person som bär en hjälm rider en cykel nära en vit struktur.	3.0
main-captions	images	Ett tunnelbanetåg som drar in i stationen.	Ett vitt tåg som drar in i en station.	3.6
main-captions	images	En cykel parkeras av en butik.	En grön cykel parkerad utanför en bokaffär.	3.8
main-captions	images	Två män som står på stranden.	Två kvinnor som står framför turnébussen.	0.0
main-captions	images	Långhårig svart hundanseende i gräs- fält.	En blå jay som står i ett gräs- fält.	1.4
main-captions	images	Ett litet skrivbord med stol nära en tvättskåp.	Ett rum med solbränna väggar och en tvättmaskin och torktumlare.	0.2
main-captions	images	Röd dubbeldäcksbuss som kör genom gatorna.	Röd dubbel däckbuss som kör ner en gata.	4.6
main-captions	images	En gås som viftar med vingarna i en vattenkropp.	En svart svan som vingar med vingarna på vattnet.	3.0
main-captions	images	Pojke som lägger på soffan med hunden.	Pojken ligger på en soffa med en valp.	4.4
main-captions	images	En svartvit bild av en katt som lägger på en matta.	Svartvit bild av en katt som lägger på en matta.	5.0
main-captions	images	En stor jet på marken på flygplatsen.	Ett stort flygplan parkerade på flygplatsen på natten.	3.6
main-captions	images	Två kvinnor sitter på ett kafé.	Två män som fångar en fisk i ett träsk.	0.0
main-captions	images	Åtta flaskor av Harp-lager uppradade på golvet.	Åtta flaskor med harpöl på ett trägolv.	4.0
main-captions	images	Ett litet barn som ler mot kameran.	En katt som tittar på kameran.	1.4
main-captions	images	En kvinna som rider en brun häst.	Person klädd i blå ridning brun häst.	2.6
main-captions	images	foto av en TV-skärm som visar en film.	Den väggmonterade platt-TV visar en film.	3.2
main-captions	images	En fågel som ligger på en blomkruka.	Fågeln sätta sig på en blomkruka bredvid en stuckaturvägg.	4.2
main-captions	images	Vit katt som sitter inom en diskbänk.	Grått och vitt katt som sitter i badrumsvask.	3.4
main-captions	images	Ung kvinna i ridutrustning överst av hästen.	Ung flicka i ridningredskap på en häst.	4.4
main-captions	images	Två personer seglar en liten båt.	Två kvinnor i en segelbåt.	3.8
main-captions	images	En liten fågel på en liten gren.	En liten fågel som ligger på en isig filial.	3.0
main-captions	images	Två djur som sitter på en vagga.	Två örnar som sitter på en lång filial.	1.6
main-captions	images	Två katter sitter på baksidan av en soffa och tittar ut genom fönstret.	Två katter sitter på baksidan av en soffa och tittar ut genom fönstret på ett havsfoto.	4.2
main-captions	images	Två unga kvinnor klipper ett får.	Två kvinnor som får ett får.	4.4
main-captions	images	Den unga ryttaren tar en tur på den bruna hästen.	En ung kvinnlig ryttare på en brun häst.	3.8
main-captions	images	Sex personer sitter vid ett restaurangbord och tittar in i kameran.	En grupp människor som sitter vid ett restaurangbord.	3.0
main-captions	images	Litet vitt lamm med näsa till trä.	Ett vitt lamm med näsan mot en trälåda.	3.8
main-captions	images	En ung flicka som rider på en vit och grå häst.	en liten flicka rider på en vit och grå häst.	4.6
main-captions	images	En svart hund står bredvid material på en byggarbetsplats.	En svart hund som står i ett rum som konstrueras.	3.2
main-captions	images	En fågel vifter med vingarna i vattnet.	En svart svan som vingar med vingarna på vattnet.	3.6
main-captions	images	En svartvit katt som ligger på en filt.	En svartvit katt som lägger sig på en kattbädd.	3.75
